X,genus,species,Author,FamCode,GenCode,depth_zone,Vulnerability,length_m,Weight,commercial,DateEntered,depth_num,data_src
16695,Kraemeria,galatheaensis,"Rofen, 1958",405,2716,demersal,10,4.5,NA,NA,7/30/03,0.5,fbs
16696,Kraemeria,merensis,"Whitley, 1935",405,2716,demersal,10,NA,NA,NA,7/30/03,NA,fbs
16697,Kraemeria,nuda,"(Regan, 1908",405,2716,demersal,10,4,NA,NA,7/30/03,NA,fbs
16698,Kraemeria,samoensis,"Steindachner, 1906",405,2716,reef-associated,10,3.5,NA,NA,5/4/94,2.5,fbs
16699,Kraemeria,tongaensis,"Rofen, 1958",405,2716,demersal,10,4.5,NA,NA,6/3/96,NA,fbs
16700,Krefftichthys,anderssoni,"(Lönnberg, 1905",167,9649,bathypelagic,10.03,7.099999905,NA,NA,1/23/93,NA,fbs
16713,Krusensterniella,maculata,"Andriashev, 1938",188,5529,demersal,29.01,14,NA,NA,6/19/96,106.5,fbs
16714,Krusensterniella,multispinosa,"Soldatov, 1922",188,5529,demersal,32.69,12.5,NA,NA,6/19/96,219.5,fbs
16715,Krusensterniella,notabilis,"Schmidt, 1904",188,5529,demersal,34.93,NA,NA,NA,6/19/96,92,fbs
16716,Krusensterniella,pavlovskii,"Andriashev, 1955",188,5529,demersal,32.69,12.39999962,NA,NA,4/23/98,106.5,fbs
16726,Kryptophanaron,alfredi,"Silvester & Fowler, 1926",242,5083,reef-associated,10,12.5,NA,NA,8/5/94,112.5,fbs
16744,Kumba,dentoni,"Marshall, 1973",185,10568,bathydemersal,31.06,22,NA,NA,6/23/97,NA,fbs
16745,Kumba,gymnorhynchus,"Iwamoto & Sazonov, 1994",185,10568,bathypelagic,53.13,49.59999847,NA,NA,6/23/97,1315,fbs
16746,Kumba,hebetata,"(Gilbert, 1905",185,10568,bathypelagic,23.16,12.30000019,NA,NA,3/5/96,569,fbs
16747,Kumba,japonica,"(Matsubara, 1943",185,10568,bathypelagic,27.77,17.60000038,NA,NA,5/19/96,630,fbs
16748,Kumba,maculisquama,"(Trunov, 1981",185,10568,bathypelagic,34.92,26.70000076,NA,NA,6/23/97,1475,fbs
16749,Kumba,musorstom,"Merrett & Iwamoto, 2000",185,10568,bathypelagic,40.3,NA,NA,NA,3/1/02,1289,fbs
16750,Kumba,punctulata,"Iwamoto & Sazonov, 1994",185,10568,bathypelagic,25.07,15,NA,NA,6/23/97,765,fbs
16751,Kumococius,rodericensis,"(Cuvier, 1829",273,8181,demersal,25.3,25,NA,1,10/19/93,40.5,fbs
16752,Kuronezumia,bubonis,"(Iwamoto, 1974",185,9057,benthopelagic,58.28,60,NA,NA,6/13/97,942.5,fbs
16753,Kuronezumia,dara,"(Gilbert & Hubbs, 1916",185,9057,bathydemersal,43.59,42,NA,NA,5/19/96,523.5,fbs
16754,Kuronezumia,endoi,"Nakayama, 2020",185,9057,benthopelagic,11.3,22,NA,NA,12/9/20,NA,fbs
16755,Kuronezumia,leonis,"(Barnard, 1925",185,9057,benthopelagic,54.74,50,NA,NA,5/19/94,505.5,fbs
16756,Kuronezumia,macronema,"(Smith & Radcliffe, 1912",185,9057,bathydemersal,63.19,NA,NA,NA,1/16/96,712.5,fbs
16757,Kuronezumia,paepkei,"Shcherbachev, Sazonov & Iwamoto, 1992",185,9057,benthopelagic,63.19,NA,NA,NA,3/12/02,NA,fbs
16758,Kuronezumia,pallida,"Sazonov & Iwamoto, 1992",185,9057,bathydemersal,56.74,55,NA,NA,4/21/99,670,fbs
16760,Kurtus,indicus,"Bloch, 1786",411,2228,benthopelagic,10,12.60000038,NA,1,6/18/91,NA,fbs
16761,Kyonemichthys,rumengani,"Gomon, 2007",258,10903,demersal,10,NA,NA,NA,8/4/08,17.5,fbs
16762,Kyphosus,azureus,"(Jenkins & Evermann, 1889",339,6764,benthopelagic,40.97,45,NA,NA,5/1/91,4,fbs
16763,Kyphosus,bigibbus,"Lacepède, 1801",339,6764,reef-associated,55.67,75,1850,1,6/12/92,NA,fbs
16764,Kyphosus,cinerascens,"(Forsskål, 1775",339,6764,reef-associated,38.12,50.70000076,NA,1,6/12/92,23,fbs
16765,Kyphosus,cornelii,"(Whitley, 1944",339,6764,reef-associated,55.23,70,NA,1,5/4/95,NA,fbs
16766,Kyphosus,elegans,"(Peters, 1869",339,6764,reef-associated,42.49,53,NA,1,8/11/94,20.5,fbs
16767,Kyphosus,gladius,"Knudsen & Clements, 2013",339,6764,pelagic-neritic,50.66,45.70000076,NA,NA,1/8/13,7.5,fbs
16768,Kyphosus,hawaiiensis,"Sakai & Nakabo, 2004",339,6764,reef-associated,36.56,41,NA,NA,12/5/05,NA,fbs
16769,Kyphosus,incisor,"(Cuvier, 1831",339,6764,reef-associated,66.02,90,3850,1,10/17/90,8,fbs
16770,Kyphosus,lutescens,"(Jordan & Gilbert, 1882",339,6764,reef-associated,65.85,NA,NA,NA,11/10/99,NA,fbs
16771,Kyphosus,ocyurus,"(Jordan & Gilbert, 1882",339,6764,pelagic-oceanic,47.02,59,2000,1,5/1/91,10.5,fbs
16772,Kyphosus,pacificus,"Sakai & Nakabo, 2004",339,6764,reef-associated,56.47,75,NA,NA,12/5/05,NA,fbs
16773,Kyphosus,sandwicensis,"(Sauvage, 1880",339,6764,reef-associated,54.89,75,NA,NA,5/7/12,NA,fbs
16774,Kyphosus,sectatrix,"(Linnaeus, 1758",339,6764,reef-associated,56.47,76,6010,1,3/7/91,15.5,fbs
16775,Kyphosus,sydneyanus,"(Günther, 1886",339,6764,demersal,58.6,80,1130,0,1/25/95,10.5,fbs
16776,Kyphosus,vaigiensis,"(Quoy & Gaimard, 1825",339,6764,reef-associated,54.32,70,NA,1,6/12/92,20,fbs
16937,Laemonema,barbatulum,"Goode & Bean, 1883",180,6183,benthopelagic,53.88,33,NA,NA,1/20/98,835,fbs
16938,Laemonema,compressicauda,"(Gilchrist, 1903",180,6183,bathydemersal,56.4,NA,NA,NA,2/29/96,NA,fbs
16939,Laemonema,filodorsale,"Okamura, 1982",180,6183,bathydemersal,49.08,29,NA,NA,5/17/96,523,fbs
16940,Laemonema,goodebeanorum,"Meléndez C. & Markle, 1997",180,6183,benthopelagic,46.79,26.89999962,NA,NA,12/2/99,486,fbs
16941,Laemonema,gracillipes,"Garman, 1899",180,6183,bathydemersal,37.06,16.89999962,NA,NA,12/2/99,618.5,fbs
16942,Laemonema,laureysi,"Poll, 1953",180,6183,bathydemersal,50.43,38,NA,0,11/10/90,409,fbs
16943,Laemonema,longipes,"Schmidt, 1938",180,6183,bathydemersal,57.69,72,1500,1,11/10/90,955,fbs
16944,Laemonema,macronema,"Meléndez C. & Markle, 1997",180,6183,bathydemersal,44.95,25.39999962,NA,NA,12/2/99,350,fbs
16945,Laemonema,melanurum,"Goode & Bean, 1896",180,6183,bathypelagic,56.4,NA,NA,NA,12/1/99,548,fbs
16946,Laemonema,modestum,"(Franz, 1910",180,6183,benthopelagic,54.29,34,NA,NA,5/17/96,NA,fbs
16947,Laemonema,nana,"Taki, 1953",180,6183,benthopelagic,24.08,7.309999943,NA,NA,5/17/96,42.5,fbs
16948,Laemonema,rhodochir,"Gilbert, 1905",180,6183,benthopelagic,41.26,21.20000076,NA,NA,12/2/99,347.5,fbs
16949,Laemonema,robustum,"Johnson, 1862",180,6183,bathydemersal,56.75,36,NA,NA,2/12/98,768,fbs
16950,Laemonema,verecundum,"(Jordan & Cramer, 1897",180,6183,bathypelagic,25.18,11,NA,NA,7/6/95,1633,fbs
16951,Laemonema,yarrellii,"(Lowe, 1838",180,6183,bathydemersal,38.5,18,NA,0,2/18/92,385,fbs
16952,Laemonema,yuvto,"Parin & Sazonov, 1990",180,6183,bathydemersal,39.29,NA,NA,NA,12/2/99,572.5,fbs
16953,Laeops,clarus,"Fowler, 1934",439,1379,bathydemersal,29.33,15.5,NA,0,11/7/95,660.5,fbs
16954,Laeops,cypho,"Fowler, 1934",439,1379,bathydemersal,29.01,14.89999962,NA,NA,6/24/96,274.5,fbs
16955,Laeops,gracilis,"Fowler, 1934",439,1379,bathydemersal,30.09,16.5,NA,0,11/7/95,206.5,fbs
16956,Laeops,guentheri,"Alcock, 1890",439,1379,demersal,27.89,14,NA,0,6/9/94,172,fbs
16957,Laeops,kitaharae,"(Smith & Pope, 1906",439,1379,demersal,39.53,20,NA,NA,7/3/96,185,fbs
16958,Laeops,macrophthalmus,"(Alcock, 1889",439,1379,demersal,35.95,NA,NA,NA,7/5/03,NA,fbs
16959,Laeops,natalensis,"Norman, 1931",439,1379,bathydemersal,27.89,14,NA,NA,3/3/94,375,fbs
16960,Laeops,nigrescens,"Lloyd, 1907",439,1379,demersal,35.95,NA,NA,NA,11/30/05,NA,fbs
16961,Laeops,nigromaculatus,"von Bonde, 1922",439,1379,demersal,33.18,21,NA,0,3/17/93,195,fbs
16962,Laeops,parviceps,"Günther, 1880",439,1379,demersal,27.89,14,NA,0,6/21/94,178,fbs
16963,Laeops,pectoralis,"(von Bonde, 1922",439,1379,bathydemersal,31.96,19,NA,NA,3/17/93,245,fbs
16964,Laeops,sinusarabici,"Chabanaud, 1968",439,1379,demersal,28.26,10.39999962,NA,NA,3/17/15,NA,fbs
16965,Laeops,tungkongensis,"Chen & Weng, 1965",439,1379,demersal,35.95,NA,NA,NA,3/13/02,NA,fbs
16969,Lamprogrammus,shcherbachevi,"Cohen & Rohr, 1993",186,6765,benthopelagic,85.38,193,NA,0,10/7/99,500,fbs
17063,Labichthys,carinatus,"Gill & Ryder, 1883",52,7978,bathypelagic,38.68,80,NA,NA,3/6/94,1000,fbs
17064,Labichthys,yanoi,"(Mead & Rubinoff, 1966",52,7978,bathypelagic,48.73,NA,NA,NA,3/6/98,NA,fbs
17094,Labracinus,atrofasciatus,"(Herre, 1933",291,6071,reef-associated,26.31,16.70000076,NA,NA,3/15/02,3,fbs
17095,Labracinus,cyclophthalmus,"(Müller & Troschel, 1849",291,6071,reef-associated,31.5,23.5,NA,NA,1/20/95,11,fbs
17096,Labracinus,lineatus,"(Castelnau, 1875",291,6071,reef-associated,32.37,25,NA,NA,9/8/95,NA,fbs
17097,Labracoglossa,argenteiventris,"Peters, 1866",760,438,reef-associated,24.79,20,NA,1,11/26/92,NA,fbs
17098,Labracoglossa,nitida,"McCulloch & Waite, 1916",760,438,pelagic-neritic,24.79,20,NA,NA,1/23/95,NA,fbs
17099,Labrichthys,unilineatus,"(Guichenot, 1847",362,4645,reef-associated,26.31,17.5,NA,1,2/19/92,10,fbs
17100,Labrisomus,conditus,"Sazima, Carvalho-Filho, Gasparini & Sazima, 2009",482,4064,benthopelagic,10,13.42000008,NA,NA,3/4/09 23:50,NA,fbs
17101,Labrisomus,cricota,"Sazima, Gasparini & Moura, 2002",482,4064,reef-associated,10,9.300000191,NA,0,9/18/02,2,fbs
17102,Labrisomus,fernandezianus,"(Guichenot, 1848",482,4064,demersal,10,NA,NA,NA,3/1/00,NA,fbs
17103,Labrisomus,jenkinsi,"(Heller & Snodgrass, 1903",482,4064,demersal,10,13,NA,NA,3/2/98,NA,fbs
17104,Labrisomus,multiporosus,"Hubbs, 1953",482,4064,reef-associated,10,18,NA,NA,8/20/93,2.5,fbs
17105,Labrisomus,nuchipinnis,"(Quoy & Gaimard, 1824",482,4064,reef-associated,11.94,23,NA,NA,5/1/91,5,fbs
17106,Labrisomus,philippii,"(Steindachner, 1866",482,4064,demersal,19.49,36.90000153,635,NA,3/1/00,NA,fbs
17107,Labrisomus,pomaspilus,"Springer & Rosenblatt, 1965",482,4064,demersal,10,NA,NA,NA,8/5/03,NA,fbs
17108,Labrisomus,socorroensis,"Hubbs, 1953",482,4064,demersal,10,NA,NA,NA,11/2/99,NA,fbs
17109,Labrisomus,wigginsi,"Hubbs, 1953",482,4064,demersal,10,NA,NA,NA,11/2/99,NA,fbs
17110,Labrisomus,xanti,"Gill, 1860",482,4064,reef-associated,10,17.79999924,NA,NA,8/20/93,NA,fbs
17111,Labroides,bicolor,"Fowler & Bean, 1928",362,8089,reef-associated,24.31,15,NA,NA,6/10/92,21,fbs
17112,Labroides,dimidiatus,"(Valenciennes, 1839",362,8089,reef-associated,23.67,14,NA,0,5/8/92,20.5,fbs
17113,Labroides,pectoralis,"Randall & Springer, 1975",362,8089,reef-associated,19.9,11,NA,NA,6/10/92,16,fbs
17114,Labroides,phthirophagus,"Randall, 1958",362,8089,reef-associated,21.39,12,NA,0,4/8/93,45,fbs
17115,Labroides,rubrolabiatus,"Randall, 1958",362,8089,reef-associated,15.39,9,NA,NA,5/29/96,16.5,fbs
17116,Labropsis,alleni,"Randall, 1981",362,4809,reef-associated,17.67,10,NA,0,12/20/91,28,fbs
17117,Labropsis,australis,"Randall, 1981",362,4809,reef-associated,18.58,10.5,NA,NA,12/20/91,28.5,fbs
17118,Labropsis,manabei,"Schmidt, 1931",362,4809,reef-associated,22.42,10,NA,NA,12/20/91,17.5,fbs
17119,Labropsis,micronesica,"Randall, 1981",362,4809,reef-associated,21.39,12,NA,NA,12/20/91,20,fbs
17120,Labropsis,polynesica,"Randall, 1981",362,4809,reef-associated,16.55,7.900000095,NA,NA,12/20/91,NA,fbs
17121,Labropsis,xanthonota,"Randall, 1981",362,4809,reef-associated,22.77,13,NA,NA,12/20/91,31,fbs
17122,Labrus,bergylta,"Ascanius, 1767",362,719,reef-associated,66.55,65.90000153,4350,0,10/17/90,25.5,fbs
17123,Labrus,merula,"Linnaeus, 1758",362,719,reef-associated,44.23,45,NA,0,7/30/91,NA,fbs
17124,Labrus,mixtus,"Linnaeus, 1758",362,719,reef-associated,66.58,40,NA,0,10/17/90,101,fbs
17125,Labrus,viridis,"Linnaeus, 1758",362,719,reef-associated,34.31,47,NA,NA,3/8/99,NA,fbs
17127,Lachneratus,phasmaticus,"Fraser & Struhsaker, 1991",304,6410,benthopelagic,10,7.360000134,NA,NA,1/23/95,53.5,fbs
17128,Lachnolaimus,maximus,"(Walbaum, 1792",362,219,reef-associated,67.1,91,11000,1,10/17/90,16.5,fbs
17130,Lactarius,lactarius,"(Bloch & Schneider, 1801",310,10318,pelagic-neritic,20.94,40,NA,1,10/17/90,57.5,fbs
17131,Lactophrys,bicaudalis,"(Linnaeus, 1758",446,1405,reef-associated,25.46,48,NA,NA,5/2/91,26.5,fbs
17132,Lactophrys,trigonus,"(Linnaeus, 1758",446,1405,reef-associated,31.74,55,3310,1,10/17/90,26,fbs
17133,Lactophrys,triqueter,"(Linnaeus, 1758",446,1405,reef-associated,25.02,47,NA,1,10/17/90,NA,fbs
17134,Lactoria,cornuta,"(Linnaeus, 1758",446,5459,reef-associated,23.83,46,NA,0,9/14/92,50.5,fbs
17135,Lactoria,diaphana,"(Bloch & Schneider, 1801",446,5459,reef-associated,18.08,34,NA,0,11/18/92,29,fbs
17136,Lactoria,fornasini,"(Bianconi, 1846",446,5459,reef-associated,11.94,23,NA,0,4/15/93,68.5,fbs
17137,Lactoria,paschae,"(Rendahl, 1921",446,5459,reef-associated,24.33,NA,NA,NA,2/3/00,NA,fbs
17169,Lagiacrusichthys,macropinna,"(Bussing & Bussing, 1966",174,11184,bathypelagic,19.28,24,NA,0,1/23/93,420,fbs
17170,Lagocephalus,cheesemanii,"(Clarke, 1897",448,3142,demersal,50.68,NA,NA,NA,8/6/98,NA,fbs
17171,Lagocephalus,gloveri,"Abe & Tabeta, 1983",448,3142,demersal,35.5,35,NA,NA,6/7/94,NA,fbs
17172,Lagocephalus,guentheri,"Miranda Ribeiro, 1915",448,3142,demersal,24.02,37.40000153,495,NA,1/19/98,NA,fbs
17173,Lagocephalus,inermis,"(Temminck & Schlegel, 1850",448,3142,demersal,35.78,90,NA,NA,5/28/93,105,fbs
17174,Lagocephalus,laevigatus,"(Linnaeus, 1766",448,3142,pelagic-neritic,53.85,100,4870,1,10/17/90,95,fbs
17175,Lagocephalus,lagocephalus,"(Linnaeus, 1758",448,3142,benthopelagic,44.07,61,3170,1,5/2/91,243,fbs
17176,Lagocephalus,lunaris,"(Bloch & Schneider, 1801",448,3142,demersal,41.73,45,NA,0,8/19/93,NA,fbs
17177,Lagocephalus,sceleratus,"(Gmelin, 1789",448,3142,reef-associated,70.51,110,7000,0,11/27/91,59,fbs
17178,Lagocephalus,spadiceus,"(Richardson, 1845",448,3142,demersal,31.05,37.40000153,NA,0,8/5/93,NA,fbs
17179,Lagocephalus,suezensis,"Clark & Gohar, 1953",448,3142,demersal,15.39,18,NA,NA,2/8/00,NA,fbs
17180,Lagocephalus,wheeleri,"Abe, Tabeta & Kitahama, 1984",448,3142,demersal,31.28,30,NA,NA,7/8/96,NA,fbs
17181,Lagodon,rhomboides,"(Linnaeus, 1766",330,9585,demersal,34.4,40,1510,1,5/1/91,18,fbs
17212,Laiphognathus,longispinis,"Murase, 2007",392,9092,demersal,12.01,5.119999886,NA,NA,7/30/08,17.5,fbs
17213,Laiphognathus,multimaculatus,"Smith, 1955",392,9092,reef-associated,10,4,NA,NA,3/4/93,5,fbs
17214,Lalmohania,velutina,"Hutchins, 1994",517,10432,demersal,13.37,7.199999809,NA,NA,11/4/99,2.5,fbs
17215,Lamiopsis,temminckii,"(Müller & Henle, 1839",11,2705,demersal,62.83,160,52400,1,6/15/92,NA,fbs
17216,Lamiopsis,tephrodes,"(Fowler, 1905",11,2705,demersal,53.35,128.1999969,NA,NA,7/30/12,NA,fbs
17217,Lamna,ditropis,"Hubbs & Follett, 1947",9,616,pelagic-oceanic,59.24,305,175000,1,6/15/92,325,fbs
17218,Lamna,nasus,"(Bonnaterre, 1788",9,616,pelagic-oceanic,86.11,350,230000,1,6/15/92,680,fbs
17221,Lamnostoma,orientale,"(McClelland, 1844",66,3696,reef-associated,24.64,36,NA,1,7/13/94,NA,fbs
17222,Lamnostoma,polyophthalmum,"(Bleeker, 1853",66,3696,demersal,25.17,32.5,NA,0,6/21/96,NA,fbs
17230,Lampadena,anomala,"Parr, 1928",167,5832,bathypelagic,42.17,18,NA,NA,2/19/93,1165,fbs
17231,Lampadena,atlantica,"Maul, 1969",167,5832,bathypelagic,45.8,20,NA,NA,8/16/94,530,fbs
17232,Lampadena,chavesi,"Collett, 1905",167,5832,bathypelagic,31.66,8,NA,NA,2/23/96,420,fbs
17233,Lampadena,dea,"Fraser-Brunner, 1949",167,5832,bathypelagic,33.47,8.899999619,NA,NA,2/23/96,1945,fbs
17234,Lampadena,luminosa,"(Garman, 1899",167,5832,bathypelagic,45.8,20,NA,NA,2/19/93,535.5,fbs
17235,Lampadena,notialis,"Nafpaktitis & Paxton, 1968",167,5832,bathypelagic,38.92,13.89999962,NA,NA,2/29/96,400,fbs
17236,Lampadena,pontifex,"Krefft, 1970",167,5832,bathypelagic,36.29,11,NA,NA,2/23/96,375,fbs
17237,Lampadena,speculigera,"Goode & Bean, 1896",167,5832,bathypelagic,39.65,15.30000019,NA,NA,2/23/96,500,fbs
17238,Lampadena,urophaos,"Paxton, 1963",167,5832,pelagic-oceanic,40.02,20,NA,NA,2/19/93,525,fbs
17239,Lampadena,yaquinae,"(Coleman & Nafpaktitis, 1972",167,5832,bathypelagic,38.03,13,NA,NA,5/15/96,1078,fbs
17240,Lampanyctodes,hectoris,"(Günther, 1876",167,6783,pelagic-oceanic,14.59,7,NA,1,10/17/90,NA,fbs
17241,Lampanyctus,acanthurus,"Wisner, 1974",167,5633,bathypelagic,38.03,13,NA,NA,5/15/96,1233.5,fbs
17242,Lampanyctus,achirus,"Andriashev, 1962",167,5633,bathypelagic,40.01,16.20000076,NA,NA,1/23/93,NA,fbs
17243,Lampanyctus,alatus,"Goode & Bean, 1896",167,5633,bathypelagic,26.38,6.099999905,NA,NA,10/17/90,770,fbs
17244,Lampanyctus,ater,"Tåning, 1928",167,5633,bathypelagic,38.81,14,NA,NA,1/23/93,580,fbs
17245,Lampanyctus,australis,"Tåning, 1932",167,5633,pelagic-oceanic,38.56,13.10000038,NA,NA,1/23/93,NA,fbs
17246,Lampanyctus,bristori,"(Zahuranec, 2000",167,5633,bathypelagic,38.95,14.19999981,NA,NA,8/19/03,NA,fbs
17247,Lampanyctus,crocodilus,"(Risso, 1810",167,5633,bathypelagic,59.55,30,NA,1,10/17/90,600,fbs
17248,Lampanyctus,crypticus,"(Zahuranec, 2000",167,5633,bathypelagic,34.88,9.800000191,NA,NA,8/19/03,NA,fbs
17249,Lampanyctus,cuprarius,"Tåning, 1928",167,5633,bathypelagic,31.07,7.900000095,NA,NA,2/27/96,520,fbs
17250,Lampanyctus,fernae,"Wisner, 1971",167,5633,bathypelagic,33.47,9.100000381,NA,NA,4/20/99,375,fbs
17251,Lampanyctus,festivus,"Tåning, 1928",167,5633,bathypelagic,38.92,13.80000019,NA,NA,2/27/96,546,fbs
17252,Lampanyctus,gibbsi,"(Zahuranec, 2000",167,5633,bathypelagic,37.75,12.19999981,NA,NA,8/19/03,NA,fbs
17253,Lampanyctus,hawaiiensis,"(Zahuranec, 2000",167,5633,bathypelagic,31.66,8.100000381,NA,NA,8/19/03,575,fbs
17254,Lampanyctus,hubbsi,"Wisner, 1963",167,5633,bathypelagic,13.94,2.950000048,NA,NA,3/23/02,1250,fbs
17255,Lampanyctus,idostigma,"Parr, 1931",167,5633,bathypelagic,34.36,9.600000381,NA,NA,11/8/99,300,fbs
17256,Lampanyctus,indicus,"(Zahuranec, 2000",167,5633,bathypelagic,31.66,8,NA,NA,8/19/03,NA,fbs
17257,Lampanyctus,intricarius,"Tåning, 1928",167,5633,bathypelagic,45.8,20,NA,NA,1/23/93,395,fbs
17258,Lampanyctus,isaacsi,"Wisner, 1974",167,5633,pelagic-oceanic,38.45,13.30000019,NA,NA,2/27/96,1150,fbs
17259,Lampanyctus,iselinoides,"Bussing, 1965",167,5633,bathypelagic,38.57,NA,NA,NA,2/9/00,NA,fbs
17260,Lampanyctus,jordani,"Gilbert, 1913",167,5633,bathypelagic,38.81,14,NA,NA,5/15/96,1994,fbs
17261,Lampanyctus,lepidolychnus,"Becker, 1967",167,5633,bathypelagic,37.35,11.89999962,NA,NA,2/29/96,322,fbs
17262,Lampanyctus,lineatus,"Tåning, 1928",167,5633,bathypelagic,50.47,23.70000076,NA,NA,5/23/94,605,fbs
17263,Lampanyctus,macdonaldi,"(Goode & Bean, 1896",167,5633,bathypelagic,26.31,16,NA,NA,1/23/93,762,fbs
17264,Lampanyctus,macropterus,"(Brauer, 1904",167,5633,bathypelagic,28.47,6.800000191,NA,NA,3/13/98,1045.5,fbs
17265,Lampanyctus,niger,"(Günther, 1887",167,5633,bathypelagic,36.29,11.10000038,NA,NA,2/19/93,557.5,fbs
17266,Lampanyctus,nobilis,"Tåning, 1928",167,5633,bathypelagic,37.62,12.39999962,NA,NA,2/19/93,550,fbs
17267,Lampanyctus,omostigma,"Gilbert, 1908",167,5633,bathypelagic,11.53,2.559999943,NA,NA,11/8/99,NA,fbs
17268,Lampanyctus,parvicauda,"Parr, 1931",167,5633,bathypelagic,38.57,NA,NA,NA,11/8/99,300,fbs
17269,Lampanyctus,photonotus,"Parr, 1928",167,5633,bathypelagic,32.58,8.5,NA,NA,11/27/95,570,fbs
17270,Lampanyctus,phyllisae,"(Zahuranec, 2000",167,5633,bathypelagic,39.65,15.10000038,NA,NA,8/19/03,NA,fbs
17271,Lampanyctus,pusillus,"(Johnson, 1890",167,5633,bathypelagic,20.65,4.300000191,NA,NA,10/17/90,445,fbs
17272,Lampanyctus,regalis,"(Gilbert, 1892",167,5633,bathypelagic,40.47,21,NA,NA,5/1/91,2086,fbs
17273,Lampanyctus,ritteri,"Gilbert, 1915",167,5633,bathypelagic,30.56,12,NA,NA,4/2/92,557.5,fbs
17274,Lampanyctus,simulator,"Wisner, 1971",167,5633,bathypelagic,33.78,9.300000191,NA,NA,5/15/96,250,fbs
17275,Lampanyctus,steinbecki,"Bolin, 1939",167,5633,bathypelagic,17.36,3.799999952,NA,NA,2/19/93,90,fbs
17276,Lampanyctus,tenuiformis,"(Brauer, 1906",167,5633,bathypelagic,39.65,15.30000019,NA,NA,2/19/93,NA,fbs
17277,Lampanyctus,turneri,"(Fowler, 1934",167,5633,bathypelagic,29.4,7,NA,NA,2/29/96,NA,fbs
17278,Lampanyctus,vadulus,"Hulley, 1981",167,5633,bathypelagic,34.88,9.899999619,NA,NA,2/27/96,185,fbs
17279,Lampanyctus,wisneri,"(Zahuranec, 2000",167,5633,bathypelagic,32.92,8.800000191,NA,NA,8/19/03,625,fbs
17283,Lampetra,ayresii,"(Günther, 1870",1,4178,demersal,51.93,28.10000038,NA,1,5/1/91,NA,fbs
17284,Lampetra,fluviatilis,"(Linnaeus, 1758",1,4178,demersal,61.99,50,150,1,6/21/91,NA,fbs
17286,Lampetra,lanceolata,"Kux & Steiner, 1972",1,4178,demersal,33.16,14.05000019,NA,NA,1/6/97,NA,fbs
17292,Lampichthys,procerus,"(Brauer, 1904",167,6334,bathypelagic,29.54,10,NA,NA,1/23/93,1000,fbs
17295,Lampris,guttatus,"(Brünnich, 1788",222,4375,bathypelagic,60.07,200,270000,1,10/17/90,250,fbs
17296,Lampris,immaculatus,"Gilchrist, 1904",222,4375,pelagic-oceanic,56.75,110,30000,NA,1/23/93,267.5,fbs
17297,Lamprogrammus,brunswigi,"(Brauer, 1906",186,6765,benthopelagic,56.13,90,NA,0,3/5/94,1200,fbs
17298,Lamprogrammus,exutus,"Nybelin & Poll, 1958",186,6765,bathydemersal,47.92,46.20000076,NA,NA,2/13/92,480,fbs
17299,Lamprogrammus,fragilis,"Alcock, 1892",186,6765,bathydemersal,51.32,57,NA,0,3/17/98,992.5,fbs
17300,Lamprogrammus,niger,"Alcock, 1891",186,6765,bathypelagic,52.7,61,NA,0,3/5/94,1370.5,fbs
17316,Lapitaichthys,frickei,"Schwarzhans & Møller, 2007",723,10895,reef-associated,10,4.900000095,NA,NA,8/4/08,1,fbs
17317,Lappanella,fasciata,"(Cocco, 1833",362,3351,reef-associated,29.04,15,NA,NA,4/26/96,117.5,fbs
17318,Lappanella,guineensis,"Bauchot, 1969",362,3351,reef-associated,25.19,11.77999973,NA,NA,4/26/96,NA,fbs
17319,Larabicus,quadrilineatus,"(Rüppell, 1835",362,1068,reef-associated,20.59,11.5,NA,NA,12/18/96,7.5,fbs
17320,Larimichthys,crocea,"(Richardson, 1846",331,10564,benthopelagic,42.07,80,NA,1,10/17/90,60,fbs
17321,Larimichthys,pamoides,"(Munro, 1964",331,10564,benthopelagic,14.21,13.5,NA,0,10/20/95,25.5,fbs
17322,Larimichthys,polyactis,"(Bleeker, 1877",331,10564,benthopelagic,31.63,40,NA,1,10/17/90,NA,fbs
17323,Larimus,acclivis,"Jordan & Bristol, 1898",331,5623,pelagic-neritic,22.41,26,NA,1,7/14/95,15.5,fbs
17324,Larimus,argenteus,"(Gill, 1863",331,5623,pelagic-neritic,26.53,35,NA,1,7/14/95,NA,fbs
17325,Larimus,breviceps,"Cuvier, 1830",331,5623,demersal,25,31,500,1,10/17/90,30.5,fbs
17326,Larimus,effulgens,"Gilbert, 1898",331,5623,pelagic-neritic,24.56,30,NA,1,7/14/95,NA,fbs
17327,Larimus,fasciatus,"Holbrook, 1855",331,5623,demersal,15.79,25,NA,0,10/17/90,NA,fbs
17328,Larimus,pacificus,"Jordan & Bollman, 1890",331,5623,pelagic-neritic,25.47,32,NA,1,7/14/95,39.5,fbs
17329,Larsonella,pumilus,"(Larson & Hoese, 1980",405,9763,demersal,10,1.899999976,NA,NA,6/12/99,NA,fbs
17336,Lasiognathus,amphirhamphus,"Pietsch, 2005",474,9238,bathypelagic,10,NA,NA,NA,2/27/06,1252.5,fbs
17337,Lasiognathus,beebei,"Regan & Trewavas, 1932",474,9238,bathypelagic,10,NA,NA,NA,1/13/99,550,fbs
