X,genus,species,Author,FamCode,GenCode,depth_zone,Vulnerability,length_m,Weight,commercial,DateEntered,depth_num,data_src
8673,Cryodraco,antarcticus,"Dollo, 1900",384,2287,bathydemersal,44.08,39.29999924,NA,1,1/23/93,345,fbs
8674,Cryodraco,atkinsoni,"Regan, 1914",384,2287,bathydemersal,27.74,29.29999924,NA,NA,7/12/03,NA,fbs
8675,Cryodraco,pappenheimi,"Regan, 1913",384,2287,demersal,42.4,NA,NA,NA,5/17/99,NA,fbs
8676,Cryothenia,amphitreta,"Cziko & Cheng, 2006",382,8603,pelagic-oceanic,34.36,NA,NA,NA,8/9/07,NA,fbs
8677,Cryothenia,peninsulae,"Daniels, 1981",382,8603,pelagic-oceanic,29.33,17,NA,0,1/23/93,225,fbs
8678,Cryptacanthodes,aleutensis,"(Gilbert, 1896",394,5460,demersal,16.95,30,NA,NA,5/1/91,198,fbs
8679,Cryptacanthodes,bergi,"Lindberg, 1930",394,5460,demersal,15.45,29,NA,NA,6/19/96,NA,fbs
8680,Cryptacanthodes,giganteus,"(Kittlitz, 1858",394,5460,demersal,60.48,117,NA,NA,10/8/99,67,fbs
8681,Cryptacanthodes,maculatus,"Storer, 1839",394,5460,demersal,51.87,97,NA,NA,5/1/91,55.5,fbs
8685,Cryptichthys,jojettae,"Hardy, 1987",390,5725,demersal,10,6,NA,0,2/15/98,6,fbs
8686,Cryptocentroides,arabicus,"(Gmelin, 1789",405,2853,demersal,23.46,13.5,NA,NA,2/20/98,0.5,fbs
8687,Cryptocentroides,gobioides,"(Ogilby, 1886",405,2853,demersal,21.88,12,NA,NA,4/26/00,NA,fbs
8688,Cryptocentroides,insignis,"(Seale, 1910",405,2853,reef-associated,15.39,8.600000381,NA,NA,2/1/93,6,fbs
8689,Cryptocentrus,albidorsus,"(Yanagisawa, 1978",405,2066,reef-associated,16.21,7.5,NA,NA,6/3/96,3,fbs
8690,Cryptocentrus,altipinna,"Hoese, 2019",405,2066,reef-associated,10,5.5,NA,NA,10/20/20,NA,fbs
8691,Cryptocentrus,bulbiceps,"(Whitley, 1953",405,2066,demersal,22.79,NA,NA,NA,8/26/03,NA,fbs
8692,Cryptocentrus,caeruleomaculatus,"(Herre, 1933",405,2066,reef-associated,22.58,10,NA,NA,12/20/96,3,fbs
8693,Cryptocentrus,caeruleopunctatus,"(Rüppell, 1830",405,2066,reef-associated,23.16,13,NA,NA,1/26/95,NA,fbs
8694,Cryptocentrus,callopterus,"Smith, 1945",405,2066,demersal,22.79,NA,NA,NA,10/2/02,NA,fbs
8695,Cryptocentrus,cebuanus,"Herre, 1927",405,2066,demersal,18.38,10,NA,NA,4/2/02,6,fbs
8696,Cryptocentrus,cinctus,"(Herre, 1936",405,2066,reef-associated,22.58,10,NA,NA,1/28/93,13,fbs
8697,Cryptocentrus,cryptocentrus,"(Valenciennes, 1837",405,2066,reef-associated,23.16,13,NA,NA,12/20/96,NA,fbs
8698,Cryptocentrus,cyanospilotus,"Allen & Randall, 2011",405,2066,reef-associated,10,4.130000114,NA,NA,5/30/13,10,fbs
8699,Cryptocentrus,cyanotaenia,"(Bleeker, 1853",405,2066,reef-associated,21.88,12,NA,NA,7/10/00,6.5,fbs
8700,Cryptocentrus,diproctotaenia,"Bleeker, 1876",405,2066,demersal,22.79,NA,NA,NA,4/2/02,NA,fbs
8701,Cryptocentrus,epakros,"Allen, 2015",405,2066,benthopelagic,11.53,5,NA,NA,8/15/18,13.5,fbs
8702,Cryptocentrus,fasciatus,"(Playfair, 1867",405,2066,reef-associated,23.86,14,NA,NA,1/23/95,12.5,fbs
8703,Cryptocentrus,flavus,"Yanagisawa, 1978",405,2066,demersal,22.79,NA,NA,NA,4/26/00,NA,fbs
8704,Cryptocentrus,inexplicatus,"(Herre, 1934",405,2066,reef-associated,25.64,12,NA,NA,7/10/00,4.5,fbs
8705,Cryptocentrus,insignitus,"(Whitley, 1956",405,2066,demersal,22.79,NA,NA,NA,10/15/03,NA,fbs
8706,Cryptocentrus,leonis,"Smith, 1931",405,2066,demersal,22.79,NA,NA,NA,10/2/02,NA,fbs
8707,Cryptocentrus,leptocephalus,"Bleeker, 1876",405,2066,reef-associated,25.64,12,NA,NA,12/20/96,9,fbs
8708,Cryptocentrus,leucostictus,"(Günther, 1872",405,2066,reef-associated,16.21,7.5,NA,NA,7/3/95,13.5,fbs
8709,Cryptocentrus,lutheri,"Klausewitz, 1960",405,2066,reef-associated,20.43,11,NA,NA,12/20/96,NA,fbs
8710,Cryptocentrus,malindiensis,"(Smith, 1959",405,2066,demersal,22.79,NA,NA,NA,1/3/05,NA,fbs
8711,Cryptocentrus,maudae,"Fowler, 1937",405,2066,reef-associated,22.58,10,NA,NA,4/26/00,5,fbs
8712,Cryptocentrus,melanopus,"(Bleeker, 1860",405,2066,reef-associated,22.79,NA,NA,NA,9/25/14,NA,fbs
8720,Ctenochaetus,binotatus,"Randall, 1955",412,875,reef-associated,22.82,22,NA,NA,7/15/92,30.5,fbs
8721,Ctenochaetus,cyanocheilus,"Randall & Clements, 2001",412,875,reef-associated,21.31,16,NA,NA,5/29/02,23.5,fbs
8722,Ctenochaetus,flavicauda,"Fowler, 1938",412,875,reef-associated,16.13,16,NA,NA,7/2/02,15.5,fbs
8723,Ctenochaetus,hawaiiensis,"Randall, 1955",412,875,reef-associated,24.62,25,NA,NA,7/15/92,31,fbs
8724,Ctenochaetus,marginatus,"(Valenciennes, 1835",412,875,reef-associated,25.47,27,NA,NA,7/15/92,10,fbs
8725,Ctenochaetus,striatus,"(Quoy & Gaimard, 1825",412,875,reef-associated,18.05,26,NA,1,10/17/90,18,fbs
8726,Ctenochaetus,strigosus,"(Bennett, 1828",412,875,reef-associated,28.65,15,NA,NA,7/15/92,57,fbs
8727,Ctenochaetus,tominiensis,"Randall, 1955",412,875,reef-associated,21.31,16,NA,NA,7/15/92,24,fbs
8728,Ctenochaetus,truncatus,"Randall & Clements, 2001",412,875,reef-associated,21.31,16,NA,NA,5/29/02,11,fbs
8730,Ctenochirichthys,longimanus,"Regan & Trewavas, 1932",199,9413,bathypelagic,30.47,NA,NA,NA,2/14/00,900,fbs
8736,Ctenogobiops,aurocingulus,"(Herre, 1935",405,10168,reef-associated,17.71,8,NA,NA,2/1/93,23,fbs
8737,Ctenogobiops,crocineus,"Smith, 1959",405,10168,reef-associated,12.47,5.489999771,NA,NA,5/30/13,8,fbs
8738,Ctenogobiops,feroculus,"Lubbock & Polunin, 1977",405,10168,reef-associated,17.71,8,NA,NA,2/1/93,10.5,fbs
8739,Ctenogobiops,formosa,"Randall, Shao & Chen, 2003",405,10168,reef-associated,10.53,4.570000172,NA,NA,3/30/04,10.5,fbs
8740,Ctenogobiops,maculosus,"(Fourmanoir, 1955",405,10168,reef-associated,14.62,6.699999809,NA,NA,9/18/97,10.5,fbs
8741,Ctenogobiops,mitodes,"Randall, Shao & Chen, 2007",405,10168,reef-associated,12.01,5.340000153,NA,NA,6/9/08,15,fbs
8742,Ctenogobiops,pomastictus,"Lubbock & Polunin, 1977",405,10168,reef-associated,17.71,8,NA,NA,1/29/93,7.5,fbs
8743,Ctenogobiops,tangaroai,"Lubbock & Polunin, 1977",405,10168,reef-associated,11.03,6,NA,NA,1/29/93,22,fbs
8744,Ctenogobiops,tongaensis,"Randall, Shao & Chen, 2003",405,10168,demersal,10,3.930000067,NA,NA,7/16/09,1.5,fbs
8746,Ctenogobius,boleosoma,"(Jordan & Gilbert, 1882",405,1228,reef-associated,13.79,7.5,NA,NA,5/1/91,NA,fbs
8749,Ctenogobius,chusanensis,"Herre, 1940",405,1228,demersal,13.37,7.199999809,NA,NA,4/30/15,NA,fbs
8751,Ctenogobius,claytonii,"(Meek, 1902",405,1228,demersal,12.93,5.800000191,NA,NA,1/19/06,NA,fbs
8752,Ctenogobius,fasciatus,"Gill, 1858",405,1228,demersal,13.79,7.199999809,NA,NA,11/24/95,NA,fbs
8754,Ctenogobius,lepturus,"(Pfaff, 1933",405,1228,demersal,11.03,6,NA,0,7/8/94,NA,fbs
8755,Ctenogobius,manglicola,"(Jordan & Starks, 1895",405,1228,demersal,10,2.349999905,NA,NA,3/4/98,NA,fbs
8756,Ctenogobius,phenacus,"(Pezold & Lasala S., 1987",405,1228,demersal,10,3.200000048,NA,NA,3/23/00,1,fbs
8757,Ctenogobius,pseudofasciatus,"(Gilbert & Randall, 1971",405,1228,demersal,12.01,5.300000191,NA,NA,5/1/91,NA,fbs
8758,Ctenogobius,saepepallens,"(Gilbert & Randall, 1968",405,1228,reef-associated,10,5,NA,NA,5/1/91,20,fbs
8759,Ctenogobius,sagittula,"(Günther, 1862",405,1228,demersal,28.88,20,NA,NA,5/1/91,NA,fbs
8762,Ctenogobius,smaragdus,"(Valenciennes, 1837",405,1228,demersal,24.47,15,NA,NA,5/1/91,NA,fbs
8763,Ctenogobius,stigmaticus,"(Poey, 1860",405,1228,demersal,14.62,8,NA,NA,5/1/91,NA,fbs
8764,Ctenogobius,stigmaturus,"(Goode & Bean, 1882",405,1228,demersal,12.01,6.5,NA,NA,5/1/91,NA,fbs
8766,Ctenogobius,thoropsis,"(Pezold & Gilbert, 1987",405,1228,demersal,10,4.400000095,NA,NA,3/23/00,30,fbs
8768,Ctenolabrus,rupestris,"(Linnaeus, 1758",362,6521,reef-associated,32.5,18,NA,0,10/17/90,25.5,fbs
8793,Ctenosciaena,gracilicirrhus,"(Metzelaar, 1919",331,2845,demersal,31.82,21,77.19999695,1,10/17/90,70,fbs
8794,Ctenosciaena,peruviana,"Chirichigno F., 1969",331,2845,benthopelagic,17.32,21,NA,NA,7/19/95,172,fbs
8795,Ctenoscopelus,phengodes,"(Lütken, 1892",167,7522,bathypelagic,33.78,9.300000191,NA,NA,2/27/96,NA,fbs
8796,Ctenotrypauchen,chinensis,"Steindachner, 1867",405,1011,demersal,25.41,11.81000042,NA,NA,6/9/03,60,fbs
8800,Cubiceps,baxteri,"McCulloch, 1923",422,1399,pelagic-oceanic,47.96,100,NA,1,5/15/94,50.5,fbs
8801,Cubiceps,caeruleus,"Regan, 1914",422,1399,pelagic-oceanic,22.48,28.5,NA,NA,9/8/93,135,fbs
8802,Cubiceps,capensis,"(Smith, 1845",422,1399,pelagic-oceanic,48.21,101,NA,1,5/2/94,70,fbs
8803,Cubiceps,gracilis,"(Lowe, 1843",422,1399,pelagic-oceanic,50.31,107,NA,0,10/22/90,NA,fbs
8804,Cubiceps,kotlyari,"Agafonova, 1988",422,1399,benthopelagic,10,12.60000038,NA,0,10/4/95,612.5,fbs
8805,Cubiceps,macrolepis,"Agafonova, 1988",422,1399,pelagic-oceanic,10,14.60000038,NA,NA,3/3/99,75,fbs
8806,Cubiceps,nanus,"Agafonova, 1988",422,1399,pelagic-oceanic,10,12.10000038,NA,NA,3/3/99,22.5,fbs
8807,Cubiceps,paradoxus,"Butler, 1979",422,1399,pelagic-oceanic,56.13,127,NA,NA,5/1/91,282.5,fbs
8808,Cubiceps,pauciradiatus,"Günther, 1872",422,1399,bathypelagic,10.98,20,NA,0,2/13/92,529,fbs
8809,Cubiceps,whiteleggii,"(Waite, 1894",422,1399,benthopelagic,17.35,21,110,1,5/12/93,365,fbs
8854,Cybiosarda,elegans,"(Whitley, 1935",416,7029,pelagic-neritic,28.71,45,2000,1,10/17/90,NA,fbs
8857,Cyclichthys,hardenbergi,"(de Beaufort, 1939",449,9646,demersal,20.5,25,NA,0,6/21/94,NA,fbs
8858,Cyclichthys,orbicularis,"(Bloch, 1785",449,9646,reef-associated,16,30,NA,0,3/12/92,89.5,fbs
8859,Cyclichthys,spilostylus,"(Leis & Randall, 1982",449,9646,reef-associated,18.08,34,NA,0,5/25/94,46.5,fbs
8871,Cyclopsetta,chittendeni,"Bean, 1895",728,10222,demersal,20.1,32,76,1,10/17/90,85,fbs
8872,Cyclopsetta,fimbriata,"(Goode & Bean, 1885",728,10222,reef-associated,26.85,33,NA,1,5/1/91,125,fbs
8873,Cyclopsetta,panamensis,"(Steindachner, 1876",728,10222,demersal,27.79,35,NA,0,7/12/95,25,fbs
8874,Cyclopsetta,querna,"(Jordan & Bollman, 1890",728,10222,demersal,25.62,39,NA,1,7/12/95,15,fbs
8875,Cyclopsis,tentacularis,"Popov, 1930",284,7105,demersal,10.53,NA,NA,NA,2/24/99,76,fbs
8876,Cyclopteropsis,bergi,"Popov, 1929",284,4516,demersal,10,7,NA,NA,6/27/96,110,fbs
8877,Cyclopteropsis,brashnikowi,"(Schmidt, 1904",284,4516,demersal,10,NA,NA,NA,2/11/99,166.5,fbs
8878,Cyclopteropsis,inarmatus,"Mednikov & Prokhorov, 1956",284,4516,demersal,10,6.400000095,NA,NA,7/21/03,113,fbs
8879,Cyclopteropsis,jordani,"Soldatov, 1929",284,4516,demersal,10,6.099999905,NA,NA,8/14/98,NA,fbs
8880,Cyclopteropsis,lindbergi,"Soldatov, 1930",284,4516,demersal,10,7,NA,NA,6/27/96,110,fbs
8881,Cyclopteropsis,mcalpini,"(Fowler, 1914",284,4516,demersal,10,7.5,NA,NA,5/1/91,219,fbs
8882,Cyclopteropsis,popovi,"Soldatov, 1929",284,4516,demersal,10,NA,NA,NA,2/11/99,NA,fbs
8883,Cyclopterus,lumpus,"Linnaeus, 1758",284,2057,benthopelagic,46.79,61,9500,1,10/17/90,434,fbs
8884,Cyclothone,acclinidens,"Garman, 1899",88,9919,bathypelagic,15.85,6.300000191,NA,0,2/20/92,2208,fbs
8885,Cyclothone,alba,"Brauer, 1906",88,9919,bathypelagic,10,2.900000095,NA,0,5/4/94,2481.5,fbs
8886,Cyclothone,atraria,"Gilbert, 1905",88,9919,bathypelagic,16.21,6.199999809,NA,NA,2/16/93,2618,fbs
8887,Cyclothone,braueri,"Jespersen & Tåning, 1926",88,9919,bathypelagic,24.39,2.599999905,NA,0,10/24/90,1005,fbs
8888,Cyclothone,kobayashii,"Miya, 1994",88,9919,bathydemersal,11.53,4.190000057,NA,NA,4/25/00,529,fbs
8889,Cyclothone,livida,"Brauer, 1902",88,9919,bathypelagic,12.93,3.599999905,NA,0,5/5/94,1150,fbs
8890,Cyclothone,microdon,"(Günther, 1878",88,9919,bathypelagic,16.21,7.599999905,NA,0,10/24/90,2750.5,fbs
8891,Cyclothone,obscura,"Brauer, 1902",88,9919,bathypelagic,16.96,6.599999905,NA,0,5/5/94,2200,fbs
8892,Cyclothone,pallida,"Brauer, 1902",88,9919,bathypelagic,35.19,4.800000191,NA,0,1/23/93,2339.5,fbs
8893,Cyclothone,parapallida,"Badcock, 1982",88,9919,bathypelagic,17.53,6.650000095,NA,NA,2/12/96,1570,fbs
8894,Cyclothone,pseudopallida,"Mukhacheva, 1964",88,9919,bathypelagic,14.62,4.599999905,NA,0,1/23/93,2469,fbs
8895,Cyclothone,pygmaea,"Jespersen & Tåning, 1926",88,9919,bathypelagic,10,2,NA,NA,5/5/94,950,fbs
8896,Cyclothone,signata,"Garman, 1899",88,9919,bathypelagic,10,3,NA,NA,9/18/96,2477,fbs
8897,Cyema,atrum,"Günther, 1878",53,2104,bathypelagic,10,15,NA,0,3/6/94,2715,fbs
8898,Cygnodraco,mawsoni,"Waite, 1916",383,350,demersal,47.25,45.29999924,404.2000122,0,1/23/93,205,fbs
8899,Cymatoceps,nasutus,"(Castelnau, 1861",330,7190,demersal,76.41,150,34400,1,6/2/92,40.5,fbs
8900,Cymatogaster,aggregata,"Gibbons, 1854",348,2050,demersal,16.81,20.29999924,NA,1,5/1/91,73.5,fbs
8901,Cymatognathus,aureolateralis,"Kimura, Johnson, Peristiwady & Matsuura, 2017",526,11230,reef-associated,12.45,18.39999962,NA,NA,12/18/17,NA,fbs
8919,Dentex,carpenteri,"Iwatsuki, Newman & Russell, 2015",330,1038,reef-associated,37.31,NA,NA,NA,7/4/18,207.5,fbs
8920,Dentex,congoensis,"Poll, 1954",330,1038,demersal,33.75,50,NA,1,10/17/90,265,fbs
8921,Dentex,dentex,"(Linnaeus, 1758",330,1038,benthopelagic,66.3,100,14250,1,10/17/90,100,fbs
8922,Dentex,fourmanoiri,"Akazaki & Séret, 1999",330,1038,bathydemersal,36.6,21.5,NA,NA,8/15/03,250,fbs
8923,Dentex,gibbosus,"(Rafinesque, 1810",330,1038,benthopelagic,59.52,106,16420,1,7/18/91,120,fbs
8924,Dentex,hypselosomus,"Bleeker, 1854",330,1038,demersal,44.94,30.60000038,NA,NA,3/12/14,NA,fbs
8925,Dentex,macrophthalmus,"(Bloch, 1791",330,1038,benthopelagic,33.42,65,NA,1,10/17/90,265,fbs
8926,Diaphus,antonbruuni,"Nafpaktitis, 1978",167,6596,bathypelagic,24.98,5.5,NA,NA,2/28/96,NA,fbs
8927,Diaphus,arabicus,"Nafpaktitis, 1978",167,6596,bathypelagic,34.36,NA,NA,NA,8/19/03,234,fbs
8928,Diaphus,basileusi,"Becker & Prut'ko, 1984",167,6596,bathypelagic,40.1,13,NA,NA,12/1/02,NA,fbs
8929,Diaphus,bertelseni,"Nafpaktitis, 1966",167,6596,bathypelagic,33.47,9.100000381,NA,NA,8/1/94,150,fbs
8930,Diaphus,brachycephalus,"Tåning, 1928",167,6596,bathypelagic,26.58,6,NA,NA,2/19/93,400,fbs
8931,Diaphus,burtoni,"Fowler, 1934",167,6596,bathydemersal,34.36,NA,NA,NA,8/19/02,NA,fbs
8932,Diaphus,chrysorhynchus,"Gilbert & Cramer, 1897",167,6596,bathypelagic,10,1.080000043,NA,NA,3/12/93,400,fbs
8935,Diplacanthopoma,alcockii,"Goode & Bean, 1896",472,1310,bathydemersal,43.88,NA,NA,0,5/16/00,NA,fbs
8936,Diplacanthopoma,brachysoma,"Günther, 1887",472,1310,bathydemersal,20.13,10.19999981,NA,0,5/16/00,1065,fbs
8937,Diplacanthopoma,brunneum,"Smith & Radcliffe, 1913",472,1310,bathydemersal,43.88,NA,NA,0,5/16/00,NA,fbs
8938,Diplacanthopoma,japonicum,"(Steindachner & Döderlein, 1887",472,1310,benthopelagic,49.97,40,NA,0,5/20/96,NA,fbs
8939,Diplacanthopoma,jordani,"Garman, 1899",472,1310,bathydemersal,46.86,44.70000076,NA,0,1/24/00,787,fbs
8940,Diplacanthopoma,kreffti,"Cohen & Nielsen, 2002",472,1310,bathydemersal,43.88,NA,NA,NA,7/7/03,NA,fbs
8941,Diplacanthopoma,nigripinnis,"Gilchrist & von Bonde, 1924",472,1310,bathydemersal,33.66,30,NA,0,3/1/96,810,fbs
8942,Diplacanthopoma,raniceps,"Alcock, 1898",472,1310,bathydemersal,43.88,NA,NA,0,5/16/00,815,fbs
8943,Diplacanthopoma,riversandersoni,"Alcock, 1895",472,1310,bathydemersal,43.88,NA,NA,0,5/16/00,NA,fbs
8944,Diplecogaster,bimaculata,"(Bonnaterre, 1788",434,5948,benthopelagic,35.29,6,NA,0,10/17/90,NA,fbs
8945,Diplecogaster,ctenocrypta,"Briggs, 1955",434,5948,benthopelagic,13.1,1.669999957,NA,NA,2/28/96,NA,fbs
8946,Diplecogaster,euxinica,"Murgoci, 1964",434,5948,benthopelagic,24.15,NA,NA,NA,4/7/16,30,fbs
8947,Diplecogaster,megalops,"Briggs, 1955",434,5948,benthopelagic,21.53,3.400000095,NA,NA,3/5/96,NA,fbs
8948,Diplecogaster,pectoralis,"Briggs, 1955",434,5948,benthopelagic,16.73,2.230000019,NA,NA,2/28/96,NA,fbs
8949,Diplecogaster,tonstricula,"Fricke, Wirtz & Brito, 2015",434,5948,benthopelagic,17.45,2.289999962,NA,NA,4/5/16,24,fbs
8950,Diplecogaster,umutturali,"Bilecenoğlu, Yokeş & Kovačić, 2017",434,5948,benthopelagic,10,2.690000057,NA,NA,10/19/20,14,fbs
8951,Diplectrum,bivittatum,"(Valenciennes, 1828",289,10490,reef-associated,28.95,25,NA,NA,5/1/91,NA,fbs
8952,Diplectrum,conceptione,"(Valenciennes, 1828",289,10490,demersal,28.95,25,NA,NA,10/5/98,NA,fbs
8953,Diplectrum,eumelum,"Rosenblatt & Johnson, 1974",289,10490,demersal,32.15,31,NA,0,7/24/95,57.5,fbs
8954,Diplectrum,euryplectrum,"Jordan & Bollman, 1890",289,10490,demersal,24.79,20,NA,0,7/24/95,82.5,fbs
8955,Diplectrum,formosum,"(Linnaeus, 1766",289,10490,reef-associated,14.62,30,NA,1,10/17/90,40.5,fbs
8956,Cymbacephalus,beauforti,"(Knapp, 1973",273,1524,reef-associated,36.98,50,NA,0,2/20/95,6.5,fbs
8957,Cymbacephalus,bosschei,"(Bleeker, 1860",273,1524,reef-associated,35.64,45,NA,0,12/19/94,30,fbs
8958,Cymbacephalus,nematophthalmus,"(Günther, 1860",273,1524,demersal,40.63,58,655,0,6/14/94,10,fbs
8959,Cymbacephalus,staigeri,"(Castelnau, 1875",273,1524,demersal,36.98,50,NA,0,9/23/95,NA,fbs
8960,Cymolutes,lecluse,"(Quoy & Gaimard, 1824",362,10254,reef-associated,32.3,17.79999924,NA,NA,7/17/92,60,fbs
8961,Cymolutes,praetextatus,"(Quoy & Gaimard, 1834",362,10254,reef-associated,34.69,20,NA,NA,6/10/92,6,fbs
8962,Cymolutes,torquatus,"(Valenciennes, 1840",362,10254,reef-associated,28.6,20,NA,NA,6/10/92,11,fbs
8993,Cynoglossus,abbreviatus,"(Gray, 1834",442,1404,demersal,47.13,31.39999962,NA,1,6/7/94,52.5,fbs
8994,Cynoglossus,acaudatus,"Gilchrist, 1906",442,1404,demersal,14.62,14,NA,NA,3/19/93,NA,fbs
8995,Cynoglossus,acutirostris,"Norman, 1939",442,1404,bathydemersal,24.26,25,NA,NA,5/16/94,822.5,fbs
8996,Cynoglossus,arel,"(Bloch & Schneider, 1801",442,1404,demersal,37.14,40,NA,1,3/2/93,67,fbs
8997,Cynoglossus,attenuatus,"Gilchrist, 1904",442,1404,demersal,27.57,31,NA,NA,3/19/93,NA,fbs
8998,Cynoglossus,bilineatus,"(Lacepède, 1802",442,1404,demersal,45.25,44,NA,1,5/8/92,205,fbs
8999,Cynoglossus,broadhursti,"Waite, 1905",442,1404,demersal,24.06,24.5,NA,0,3/30/94,NA,fbs
9000,Cynoglossus,browni,"Chabanaud, 1949",442,1404,demersal,42.75,40.20000076,NA,1,6/8/93,27.5,fbs
9001,Cynoglossus,cadenati,"Chabanaud, 1947",442,1404,demersal,20.9,20,NA,1,3/3/94,20,fbs
9002,Cynoglossus,canariensis,"Steindachner, 1882",442,1404,demersal,35.51,60,NA,1,2/6/92,155,fbs
9003,Cynoglossus,capensis,"(Kaup, 1858",442,1404,demersal,27.57,31,NA,NA,3/3/94,NA,fbs
9004,Cynoglossus,carpenteri,"Alcock, 1889",442,1404,bathydemersal,23.31,23,NA,NA,5/16/94,223.5,fbs
9005,Cynoglossus,crepida,"Fricke, Golani & Appelbaum-Golani, 2017",442,1404,benthopelagic,25.67,20.29000092,NA,NA,4/10/17,NA,fbs
9006,Cynoglossus,cynoglossus,"(Hamilton, 1822",442,1404,demersal,20.9,20,NA,1,5/8/92,NA,fbs
9007,Cynoglossus,dispar,"Day, 1877",442,1404,demersal,31.77,38.90000153,NA,1,3/30/94,NA,fbs
9008,Cynoglossus,dollfusi,"(Chabanaud, 1931",442,1404,demersal,15.77,12.89999962,NA,0,3/30/94,NA,fbs
9009,Cynoglossus,dubius,"Day, 1873",442,1404,demersal,41,50,NA,1,3/30/94,NA,fbs
9010,Cynoglossus,durbanensis,"Regan, 1921",442,1404,demersal,20.9,20,NA,NA,3/19/93,NA,fbs
