internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
159099258,Sardinella pacifica,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Sardinella,pacifica,,,,,"Hata &amp; Motomura, 2019",
159099284,Stolephorus insignus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE,Stolephorus,insignus,,,,,"Hata &amp; Motomura, 2018",
159099095,Trachinocephalus atrisignis,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,SYNODONTIDAE,Trachinocephalus,atrisignis,,,,,"Prokofiev, 2019",
159145434,Cynoglossus westraliensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Cynoglossus,westraliensis,,,,,"Fricke, 2019",
159145278,Parupeneus angulatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MULLIDAE,Parupeneus,angulatus,,,,,"Randall &amp; Heemstra, 2009",
159145324,Upeneus niebuhri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MULLIDAE,Upeneus,niebuhri,,,,,"Guézé, 1976","This species is easily confused with other goatfish species, including <em>Upeneus heemstra&#160;</em>(F. Uiblein pers. comm. 2019)."
159145332,Upeneus seychellensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MULLIDAE,Upeneus,seychellensis,,,,,"Uiblein &amp; Heemstra, 2011",
159145406,Argyrops flavops,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Argyrops,flavops,,,,,"Iwatsuki &amp; Heemstra, 2018","<span id=""docs-internal-guid-043ca750-7fff-3ca0-5945-adf4d66f62cb"">This species has recently been described as distinct from <em>A. spinifer</em>, with which it has been confused (Iwatsuki and Heemstra 2018)."
159145356,Patagonotothen tessellata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NOTOTHENIIDAE,Patagonotothen,tessellata,,,,,"(Richardson, 1845)",
195078,Acanthistius patachonicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Acanthistius,patachonicus,,,,,"(Jenyns, 1840)","<em>Acanthistius patachonicus</em> and <em>A. brasilianus</em> have been confused in the past, but are confirmed as separate species. <em>Acanthistius brasilianus</em> does not occur in Argentine waters (Irigoyen <em>et al</em>. 2008, 2010)."
183860,Pseudorhombus binii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Pseudorhombus,binii,,,,,Tortonese 1955,The taxonomic status of this nominal species needs to be investigated further (T. Munroe pers. comm. 2020).
154936,Chaunax flammeus,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,CHAUNACIDAE,Chaunax,flammeus,,,,,"Le Danois, 1979",
161303416,Monochirus trichodactylus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Monochirus,trichodactylus,,,,,"(Linnaeus, 1758)","<span id=""docs-internal-guid-fc10af3c-7fff-6dcc-8c51-b7dd50dfb69a""><p>This is a poorly known nominal species, described by Linnaeus (1758) from an unreported number of specimens taken at Ambon Island, Indonesia. No type specimens are known to exist. Additional reports of this nominal species are limited. In an overview of the Soleidae, Kaup (1858) determined that the diagnosis of this nominal species by Linnaeus (1758) was correct, but did not indicate whether additional specimens had been examined. Kaup (1858) transferred this nominal species to the genus Solea. Günther (1862) provided a brief synonymy and some information in a brief description of this nominal species, but again did not indicate whether further specimens were available or if his account was based only on the specimens reported in Linnaeus. Günther (1862) indicated that the typical specimens were 30 lines long (~6.3 cm). Weber and de Beaufort (1929) included this nominal species among those listed as doubtful species from the Indo-Australian Archipelago.</p><p><br/></p><p>Several studies have reported this species from China. Jouan (1867) purportedly examined at least one specimen of this nominal species from Hong Kong. However, Wu (1932) determined that the identification of this species in Jouan (1867) was uncertain. Li and Wang (1995) further remarked that no specimen or description were supplied by Jouan (1867) and noted Wu’s (1932) report of the uncertainty of this record. Li and Wang (1995) provide a synonymy, counts from the original description, and a discussion of the historical literature for this nominal species. They provided no new information regarding specimens from Chinese waters. Their account of this nominal species primarily is a discussion of the historical literature on this nominal species, but no new information was presented to resolve the question regarding the validity of this nominal species.&#160;</p><p><br/></p><p>Although it is currently regarded as a valid species in the Catalog of Fishes, the limited available evidence raises doubts concerning the validity of this species. Research is needed to determine whether this nominal species is valid. For purposes of this assessment, only the information from the specimen(s) examined by Linneaus is considered.&#160;</p>"
161303437,Aseraggodes crypticus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Aseraggodes,crypticus,,,,,"Randall &amp; Allen, 2007",
161303645,Lestrolepis luxiocula,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,PARALEPIDIDAE,Lestrolepis,luxiocula,,,,,"Ho &amp; Golani, 2019",
183942,Aseraggodes herrei,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Aseraggodes,herrei,,,,,Seale 1940,
162160716,Periophthalmus malaccensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Periophthalmus,malaccensis,,,,,"Eggert, 1935",
162161861,Mesopristes iravi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TERAPONTIDAE,Mesopristes,iravi,,,,,"Yoshino, Yoshigou &amp; Senou, 2002",
15939,Pandaka pygmaea,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Pandaka,pygmaea,,,,,"Herre, 1927",
169362,Cestraeus oxyrhyncus,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE,Cestraeus,oxyrhyncus,,,,,"Valenciennes, 1836",
196334,Mangarinus waterousi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Mangarinus,waterousi,,,,,"Herre, 1943","<span style=""font-style: italic;"">Mangarinus waterousi</span> belongs to a genus that has never been reviewed and it is uncertain whether it consists of one or several species throughout its range."
196419,Cestraeus plicatilis,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE,Cestraeus,plicatilis,,,,,"Valenciennes, 1836",
162209137,Etmopterus lailae,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,lailae,,,,,"Ebert, Papastamatiou, Kajiura &amp; Wetherbee, 2017",The species may be misidentified with other members of the <em>Etmoperus lucifer </em>clade (Ebert <em>et al. </em>2017).
162215361,Parmaturus nigripalatum,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PENTANCHIDAE,Parmaturus,nigripalatum,,,,,"Fahmi &amp; Ebert, 2018",
162215534,Cephaloscyllium pictum,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,pictum,,,,,"Last, Séret &amp; White, 2008",
162215720,Planonasus indicus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PSEUDOTRIAKIDAE,Planonasus,indicus,,,,,"Ebert, Akhilesh &amp; Weigmann, 2018",
162215803,Dipturus amphispinus,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,amphispinus,,,,,"Last &amp; Alava, 2013",
162481387,Schismatogobius alleni,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Schismatogobius,alleni,,,,,"Keith, Lord &amp; Larson, 2017",
183674,Robaloscion wieneri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Robaloscion,wieneri,,,,,"(Sauvage, 1883)",<em>Sciaenia starksi</em> is a junior synonym of <em>S. wierneri</em> (N.L. Chao pers. comm. 2018).
162917776,Upeneus gubal,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MULLIDAE,Upeneus,gubal,,,,,"Uiblein, 2019",
162918514,Kentrocapros eco,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,ARACANIDAE,Kentrocapros,eco,,,,,"(Phillipps, 1932)",There is significant taxonomic uncertainty associated with this species in part due to the damaged condition of the holotype and possible confusion with <em>Kentrocapros flavofasciatus</em> (Stewart and Roberts 2015).
162919274,Kentrocapros spilonotus,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,ARACANIDAE,Kentrocapros,spilonotus,,,,,"(Gilbert, 1905)",This species was previously considered a synonym of Kentrocapros aculeatus (Mundy 2005).
195087,Paralichthys isosceles,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Paralichthys,isosceles,,,,,"Jordan, 1891",
195088,Paralichthys orbignyanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Paralichthys,orbignyanus,,,,,"(Valenciennes, 1839)","Many authors have considered this species to be a junior synonym of <em>Paralichthys brasiliensis</em>, a species that is often confused with; however, these species can be distinguished by meristic characteristics and both are currently accepted as separate nominal species (Díaz de Astarloa <em>et al.</em> 2006)."
154980,Chirodactylus jessicalenorum,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LATRIDAE,Chirodactylus,jessicalenorum,,,,,"Smith, 1980",
169836996,Akheilos suwartanai,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Akheilos,suwartanai,,,,,"White, Fahmi &amp; Weigmann, 2019",
168962425,Gobiesox cephalus,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE,Gobiesox,cephalus,,,,,"Lacepède, 1800",Additional research is needed to determine the range extent of this species and its' systematic status (McMahan pers. comm. 2020).
