"","db","query","genus","family","order","class"
"8990","ncbi","Cryptocentrus cryptocentrus","Cryptocentrus","Gobiidae","Gobiiformes","Actinopteri"
"8991","ncbi","Cryptocentrus malindiensis","Cryptocentrus","Gobiidae","Gobiiformes","Actinopteri"
"8992","ncbi","Drombus key",NA,NA,NA,NA
"8993","ncbi","Gladiogobius rex",NA,NA,NA,NA
"8994","ncbi","Gobiodon bilineatus","Gobiodon","Gobiidae","Gobiiformes","Actinopteri"
"8995","ncbi","Gobiodon irregularis","Gobiodon","Gobiidae","Gobiiformes","Actinopteri"
"8996","ncbi","Gobiopsis pinto",NA,NA,NA,NA
"8997","ncbi","Stonogobiops dracula",NA,NA,NA,NA
"8998","ncbi","Taenioides anguillaris","Taenioides","Gobiidae","Gobiiformes","Actinopteri"
"8999","ncbi","Diagramma centurio","Diagramma","Haemulidae","Lutjaniformes","Actinopteri"
"9000","ncbi","Diagramma labiosum","Diagramma","Haemulidae","Lutjaniformes","Actinopteri"
"9001","ncbi","Plectorhinchus paulayi",NA,NA,NA,NA
"9002","ncbi","Plectorhinchus plagiodesmus","Plectorhinchus","Haemulidae","Lutjaniformes","Actinopteri"
"9003","ncbi","Plectorhinchus polytaenia","Plectorhinchus","Haemulidae","Lutjaniformes","Actinopteri"
"9004","ncbi","Pomadasys aheneus","Pomadasys","Haemulidae","Lutjaniformes","Actinopteri"
"9005","ncbi","Pomadasys guoraca","Pomadasys","Haemulidae","Lutjaniformes","Actinopteri"
"9006","ncbi","Pomadasys multimaculatus",NA,NA,NA,NA
"9007","ncbi","Pomadasys punctulatus",NA,NA,NA,NA
"9008","ncbi","Pomadasys taeniatus",NA,NA,NA,NA
"9009","ncbi","Parascolopsis inermis","Parascolopsis","Nemipteridae","Spariformes","Actinopteri"
"9010","ncbi","Parascolopsis townsendi",NA,NA,NA,NA
"9011","ncbi","Scolopsis aurata","Scolopsis","Nemipteridae","Spariformes","Actinopteri"
"9012","ncbi","Scolopsis frenata","Scolopsis","Nemipteridae","Spariformes","Actinopteri"
"9013","ncbi","Scolopsis xenochrous","Scolopsis","Nemipteridae","Spariformes","Actinopteri"
"9014","ncbi","Plesiops mystaxus",NA,NA,NA,NA
"9015","ncbi","Priacanthus prolixus","Priacanthus","Priacanthidae","Priacanthiformes","Actinopteri"
"9016","ncbi","Anisochromis kenyae",NA,NA,NA,NA
"9017","ncbi","Anisochromis mascarenensis",NA,NA,NA,NA
"9018","ncbi","Chlidichthys abruptus",NA,NA,NA,NA
"9019","ncbi","Chlidichthys auratus","Chlidichthys","Pseudochromidae",NA,"Actinopteri"
"9020","ncbi","Chlidichthys bibulus",NA,NA,NA,NA
"9021","ncbi","Chlidichthys chagosensis",NA,NA,NA,NA
"9022","ncbi","Chlidichthys clibanarius",NA,NA,NA,NA
"9023","ncbi","Chlidichthys foudioides",NA,NA,NA,NA
"9024","ncbi","Chlidichthys inornatus",NA,NA,NA,NA
"9025","ncbi","Chlidichthys johnvoelckeri",NA,NA,NA,NA
"9026","ncbi","Chlidichthys pembae",NA,NA,NA,NA
"9027","ncbi","Chlidichthys rubiceps","Chlidichthys","Pseudochromidae",NA,"Actinopteri"
"9028","ncbi","Chlidichthys smithae",NA,NA,NA,NA
"9029","ncbi","Congrogadus subducens","Congrogadus","Congrogadidae",NA,"Actinopteri"
"9030","ncbi","Halidesmus scapularis","Halidesmus","Congrogadidae",NA,"Actinopteri"
"9031","ncbi","Halidesmus thomaseni",NA,NA,NA,NA
"9032","ncbi","Halimuraena hexagonata",NA,NA,NA,NA
"9033","ncbi","Halimuraena lepopareia",NA,NA,NA,NA
"9034","ncbi","Halimuraena shakai",NA,NA,NA,NA
"9035","ncbi","Haliophis diademus",NA,NA,NA,NA
"9036","ncbi","Haliophis guttatus",NA,NA,NA,NA
"9037","ncbi","Pseudochromis flavivertex","Pseudochromis","Pseudochromidae",NA,"Actinopteri"
"9038","ncbi","Pseudochromis fridmani","Pseudochromis","Pseudochromidae",NA,"Actinopteri"
"9039","ncbi","Pseudochromis kristinae","Pseudochromis","Pseudochromidae",NA,"Actinopteri"
"9040","ncbi","Pseudochromis leucorhynchus",NA,NA,NA,NA
"9041","ncbi","Pseudochromis madagascariensis","Pseudochromis","Pseudochromidae",NA,"Actinopteri"
"9042","ncbi","Pseudochromis melas",NA,NA,NA,NA
"9043","ncbi","Pseudochromis natalensis","Pseudochromis","Pseudochromidae",NA,"Actinopteri"
"9044","ncbi","Pseudochromis olivaceus","Pseudochromis","Pseudochromidae",NA,"Actinopteri"
"9045","ncbi","Pseudochromis punctatus",NA,NA,NA,NA
"9046","ncbi","Pseudochromis springeri","Pseudochromis","Pseudochromidae",NA,"Actinopteri"
"9047","ncbi","Pseudochromis tauberae","Pseudochromis","Pseudochromidae",NA,"Actinopteri"
"9048","ncbi","Crossorhombus valderostratus","Crossorhombus","Bothidae","Pleuronectiformes","Actinopteri"
"9049","ncbi","Engyprosopon mozambiquensis",NA,NA,NA,NA
"9050","ncbi","Laeops nigromaculatus","Laeops","Bothidae","Pleuronectiformes","Actinopteri"
"9051","ncbi","Neolaeops microphthalmus","Neolaeops","Bothidae","Pleuronectiformes","Actinopteri"
"9052","ncbi","Cynoglossus acutirostris",NA,NA,NA,NA
"9053","ncbi","Cynoglossus attenuatus","Cynoglossus","Cynoglossidae","Pleuronectiformes","Actinopteri"
"9054","ncbi","Cynoglossus cynoglossus","Cynoglossus","Cynoglossidae","Pleuronectiformes","Actinopteri"
"9055","ncbi","Cynoglossus lida","Cynoglossus","Cynoglossidae","Pleuronectiformes","Actinopteri"
"9056","ncbi","Cynoglossus monopus","Cynoglossus","Cynoglossidae","Pleuronectiformes","Actinopteri"
"9057","ncbi","Paraplagusia bilineata","Paraplagusia","Cynoglossidae","Pleuronectiformes","Actinopteri"
"9058","ncbi","Symphurus strictus","Symphurus","Cynoglossidae","Pleuronectiformes","Actinopteri"
"9059","ncbi","Pseudorhombus dupliciocellatus","Pseudorhombus","Paralichthyidae","Pleuronectiformes","Actinopteri"
"9060","ncbi","Pseudorhombus natalensis","Pseudorhombus","Paralichthyidae","Pleuronectiformes","Actinopteri"
"9061","ncbi","Pseudorhombus triocellatus","Pseudorhombus","Paralichthyidae","Pleuronectiformes","Actinopteri"
"9062","ncbi","Poecilopsetta colorata","Poecilopsetta","Poecilopsettidae","Pleuronectiformes","Actinopteri"
"9063","ncbi","Poecilopsetta natalensis","Poecilopsetta","Poecilopsettidae","Pleuronectiformes","Actinopteri"
"9064","ncbi","Poecilopsetta praelonga","Poecilopsetta","Poecilopsettidae","Pleuronectiformes","Actinopteri"
"9065","ncbi","Samaris cristatus","Samaris","Samaridae","Pleuronectiformes","Actinopteri"
"9066","ncbi","Samariscus triocellatus","Samariscus","Samaridae","Pleuronectiformes","Actinopteri"
"9067","ncbi","Aseraggodes diringeri",NA,NA,NA,NA
"9068","ncbi","Aseraggodes heemstrai","Aseraggodes","Soleidae","Pleuronectiformes","Actinopteri"
"9069","ncbi","Liachirus melanospilos","Liachirus","Soleidae","Pleuronectiformes","Actinopteri"
"9070","ncbi","Solea ovata","Solea","Soleidae","Pleuronectiformes","Actinopteri"
"9071","ncbi","Solea turbynei",NA,NA,NA,NA
"9072","ncbi","Zebrias altipinnis","Zebrias","Soleidae","Pleuronectiformes","Actinopteri"
"9073","ncbi","Zebrias regani","Zebrias","Soleidae","Pleuronectiformes","Actinopteri"
"9074","ncbi","Trimma avidori","Trimma","Gobiidae","Gobiiformes","Actinopteri"
"9075","ncbi","Megachasma pelagios","Megachasma","Megachasmidae","Lamniformes","Chondrichthyes"
"9076","ncbi","Lamna ditropis","Lamna","Alopiidae","Lamniformes","Chondrichthyes"
"9077","ncbi","Poroderma africanum","Poroderma","Scyliorhinidae","Carcharhiniformes","Chondrichthyes"
"9078","ncbi","Triakis megalopterus","Triakis","Triakidae","Carcharhiniformes","Chondrichthyes"
"9079","ncbi","Rhizoprionodon terraenovae","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Chondrichthyes"
"9080","ncbi","Dipturus laevis","Dipturus","Rajidae","Rajiformes","Chondrichthyes"
"9081","ncbi","Cirrhigaleus barbifer","Cirrhigaleus","Squalidae","Squaliformes","Chondrichthyes"
"9082","ncbi","Apristurus fedorovi","Apristurus","Scyliorhinidae","Carcharhiniformes","Chondrichthyes"
"9083","ncbi","Apristurus gibbosus",NA,NA,NA,NA
"9084","ncbi","Apristurus herklotsi","Apristurus","Scyliorhinidae","Carcharhiniformes","Chondrichthyes"
"9085","ncbi","Apristurus internatus",NA,NA,NA,NA
"9086","ncbi","Apristurus investigatoris",NA,NA,NA,NA
"9087","ncbi","Apristurus laurussonii","Apristurus","Scyliorhinidae","Carcharhiniformes","Chondrichthyes"
"9088","ncbi","Apristurus macrorhynchus","Apristurus","Scyliorhinidae","Carcharhiniformes","Chondrichthyes"
"9089","ncbi","Apristurus macrostomus","Apristurus","Scyliorhinidae","Carcharhiniformes","Chondrichthyes"
"9090","ncbi","Apristurus micropterygeus",NA,NA,NA,NA
"9091","ncbi","Apristurus profundorum","Apristurus","Scyliorhinidae","Carcharhiniformes","Chondrichthyes"
"9092","ncbi","Bythaelurus immaculatus",NA,NA,NA,NA
"9093","ncbi","Pliotrema warreni","Pliotrema","Pristiophoridae",NA,"Chondrichthyes"
"9094","ncbi","Mollisquama parini",NA,NA,NA,NA
"9095","ncbi","Oxynotus caribbaeus",NA,NA,NA,NA
"9096","ncbi","Scymnodalatias oligodon",NA,NA,NA,NA
"9097","ncbi","Apristurus canutus",NA,NA,NA,NA
"9098","ncbi","Apristurus nasutus","Apristurus","Scyliorhinidae","Carcharhiniformes","Chondrichthyes"
"9099","ncbi","Apristurus stenseni",NA,NA,NA,NA
"9100","ncbi","Bathyraja longicauda",NA,NA,NA,NA
"9101","ncbi","Heterodontus quoyi","Heterodontus","Heterodontidae","Heterodontiformes","Chondrichthyes"
"9102","ncbi","Schroederichthys chilensis","Schroederichthys","Scyliorhinidae","Carcharhiniformes","Chondrichthyes"
"9103","ncbi","Apristurus manis","Apristurus","Scyliorhinidae","Carcharhiniformes","Chondrichthyes"
"9104","ncbi","Indobatis ori",NA,NA,NA,NA
"9105","ncbi","Apristurus saldanha","Apristurus","Scyliorhinidae","Carcharhiniformes","Chondrichthyes"
"9106","ncbi","Dipturus pullopunctatus","Dipturus","Rajidae","Rajiformes","Chondrichthyes"
"9107","ncbi","Eridacnis sinuans",NA,NA,NA,NA
"9108","ncbi","Halaelurus lineatus","Halaelurus","Scyliorhinidae","Carcharhiniformes","Chondrichthyes"
"9109","ncbi","Neoraja stehmanni",NA,NA,NA,NA
"9110","ncbi","Rajella caudaspinosa","Rajella","Rajidae","Rajiformes","Chondrichthyes"
"9111","ncbi","Rajella ravidula",NA,NA,NA,NA
"9112","ncbi","Apristurus riveri",NA,NA,NA,NA
"9113","ncbi","Sympterygia lima",NA,NA,NA,NA
"9114","ncbi","Rajella barnardi","Rajella","Rajidae","Rajiformes","Chondrichthyes"
"9115","ncbi","Rajella dissimilis","Rajella","Rajidae","Rajiformes","Chondrichthyes"
"9116","ncbi","Gurgesiella furvescens","Gurgesiella","Rajidae","Rajiformes","Chondrichthyes"
"9117","ncbi","Rajella nigerrima","Rajella","Rajidae","Rajiformes","Chondrichthyes"
"9118","ncbi","Apristurus microps","Apristurus","Scyliorhinidae","Carcharhiniformes","Chondrichthyes"
"9119","ncbi","Urobatis concentricus","Urobatis","Urotrygonidae","Myliobatiformes","Chondrichthyes"
"9120","ncbi","Urobatis maculatus","Urobatis","Urotrygonidae","Myliobatiformes","Chondrichthyes"
"9121","ncbi","Gymnura natalensis","Gymnura","Gymnuridae","Myliobatiformes","Chondrichthyes"
"9122","ncbi","Torpedo andersoni",NA,NA,NA,NA
"9123","ncbi","Rhinochimaera atlantica","Rhinochimaera","Rhinochimaeridae","Chimaeriformes","Chondrichthyes"
"9124","ncbi","Hypanus sabinus","Hypanus","Dasyatidae","Myliobatiformes","Chondrichthyes"
"9125","ncbi","Acroteriobatus blochii",NA,NA,NA,NA
"9126","ncbi","Chimaera cubana",NA,NA,NA,NA
"9127","ncbi","Hydrolagus africanus","Hydrolagus","Chimaeridae","Chimaeriformes","Chondrichthyes"
"9128","ncbi","Hydrolagus macrophthalmus","Hydrolagus","Chimaeridae","Chimaeriformes","Chondrichthyes"
"9129","ncbi","Hydrolagus purpurescens","Hydrolagus","Chimaeridae","Chimaeriformes","Chondrichthyes"
"9130","ncbi","Heteroscymnoides marleyi",NA,NA,NA,NA
"9131","ncbi","Pristiophorus schroederi",NA,NA,NA,NA
"9132","ncbi","Holohalaelurus melanostigma",NA,NA,NA,NA
"9133","ncbi","Scyliorhinus meadi",NA,NA,NA,NA
"9134","ncbi","Scyliorhinus retifer","Scyliorhinus","Scyliorhinidae","Carcharhiniformes","Chondrichthyes"
"9135","ncbi","Heterodontus mexicanus","Heterodontus","Heterodontidae","Heterodontiformes","Chondrichthyes"
"9136","ncbi","Etmopterus bullisi",NA,NA,NA,NA
"9137","ncbi","Etmopterus carteri",NA,NA,NA,NA
"9138","ncbi","Etmopterus perryi",NA,NA,NA,NA
"9139","ncbi","Etmopterus polli","Etmopterus","Etmopteridae","Squaliformes","Chondrichthyes"
"9140","ncbi","Etmopterus princeps","Etmopterus","Etmopteridae","Squaliformes","Chondrichthyes"
"9141","ncbi","Etmopterus robinsi",NA,NA,NA,NA
"9142","ncbi","Etmopterus sentosus","Etmopterus","Etmopteridae","Squaliformes","Chondrichthyes"
"9143","ncbi","Etmopterus virens","Etmopterus","Etmopteridae","Squaliformes","Chondrichthyes"
"9144","ncbi","Mustelus palumbes","Mustelus","Triakidae","Carcharhiniformes","Chondrichthyes"
"9145","ncbi","Bathyraja aguja",NA,NA,NA,NA
"9146","ncbi","Diplobatis ommata","Diplobatis","Narcinidae","Torpediniformes","Chondrichthyes"
"9147","ncbi","Hydrolagus pallidus","Hydrolagus","Chimaeridae","Chimaeriformes","Chondrichthyes"
"9148","ncbi","Hydrolagus mirabilis","Hydrolagus","Chimaeridae","Chimaeriformes","Chondrichthyes"
"9149","ncbi","Bathyraja papilionifera",NA,NA,NA,NA
"9150","ncbi","Bathyraja pallida","Bathyraja","Arhynchobatidae","Rajiformes","Chondrichthyes"
"9151","ncbi","Amblyraja doellojuradoi","Amblyraja","Rajidae","Rajiformes","Chondrichthyes"
"9152","ncbi","Hydrolagus affinis","Hydrolagus","Chimaeridae","Chimaeriformes","Chondrichthyes"
"9153","ncbi","Malacoraja spinacidermis","Malacoraja","Rajidae","Rajiformes","Chondrichthyes"
"9154","ncbi","Psammobatis scobina","Psammobatis","Arhynchobatidae","Rajiformes","Chondrichthyes"
"9155","ncbi","Bathyraja scaphiops","Bathyraja","Arhynchobatidae","Rajiformes","Chondrichthyes"
"9156","ncbi","Bathyraja peruana",NA,NA,NA,NA
"9157","ncbi","Etmopterus litvinovi",NA,NA,NA,NA
